sex,race,age,edu,state,positive
Male,Other,72,Some College,NJ,0
Female,Other,87,HS,NV,1
Male,White,29,No HS,DC,0
Male,Black,8,Post-Grad,NC,1
Male,Black,69,Post-Grad,NH,0
Male,Black,2,Post-Grad,NV,0
Female,Other,48,Some College,NV,1
Male,White,10,Post-Grad,OR,1
Female,Black,69,No HS,CO,0
Female,Other,41,4-Year College,UT,1
Male,White,53,HS,FL,1
Female,Black,28,Post-Grad,IN,1
Male,Other,96,Post-Grad,GU,1
Male,White,23,No HS,GU,1
Female,Black,80,Some College,KY,1
Male,Black,11,HS,LA,1
Female,Other,74,HS,MT,0
Female,White,35,HS,GA,1
Male,Black,16,No HS,NV,1
Female,Black,29,4-Year College,PR,1
Female,Black,74,No HS,DC,1
Female,Other,67,No HS,TN,1
Female,Black,24,HS,RI,1
Female,Other,16,HS,IA,0
Female,Black,66,No HS,CA,1
Female,White,94,Post-Grad,NH,1
Female,White,87,HS,FL,1
Male,Other,66,No HS,CO,0
Female,Black,38,Post-Grad,PA,1
Male,Other,72,Post-Grad,VA,0
Male,Black,55,Some College,HI,1
Female,Other,79,Some College,MA,0
Female,White,94,Post-Grad,DE,1
Female,Black,73,No HS,VI,0
Male,White,19,No HS,ID,1
Male,Other,15,Some College,MT,1
Female,Other,35,Post-Grad,NH,1
Male,White,69,4-Year College,NV,1
Female,White,28,Post-Grad,TX,0
Male,White,53,No HS,NE,0
Male,Black,29,No HS,IA,1
Male,Other,99,HS,HI,0
Male,Other,92,No HS,VA,0
Female,White,43,4-Year College,ME,0
Male,Black,3,HS,MA,1
Male,White,86,Post-Grad,MN,1
Female,Other,68,Some College,IA,0
Female,Black,90,Post-Grad,IN,1
Female,Black,20,HS,ME,1
Female,Other,67,Post-Grad,IN,1
Female,Black,25,HS,PR,0
Male,White,44,Some College,SD,0
Male,Black,92,HS,PR,0
Male,Black,7,No HS,IL,1
Female,Black,5,Some College,MT,1
Male,Other,13,Post-Grad,KS,1
Male,Other,89,Some College,SC,0
Female,White,2,No HS,GA,1
Female,White,3,Post-Grad,UT,1
Female,Other,72,Post-Grad,CA,0
Male,White,72,HS,KS,0
Female,White,32,Some College,NM,0
Female,White,100,No HS,KS,1
Male,Black,16,Post-Grad,MT,1
Male,Other,8,Post-Grad,SD,1
Male,White,77,Some College,KS,1
Male,Other,85,No HS,NM,0
Male,Black,54,No HS,VI,1
Female,Other,95,Post-Grad,GA,1
Male,White,16,Some College,NC,1
Male,Black,88,Post-Grad,MT,1
Female,White,53,Some College,ME,0
Male,Black,66,4-Year College,HI,1
Male,Other,72,Post-Grad,CT,0
Male,White,35,4-Year College,ID,0
Female,Other,35,HS,TN,1
Female,Black,9,4-Year College,MO,0
Female,White,57,Some College,PR,1
Female,Other,60,Some College,MI,0
Male,White,71,Some College,IA,1
Female,Other,18,No HS,VA,1
Male,Black,97,HS,NC,1
Male,Other,65,No HS,OH,1
Female,Other,25,Post-Grad,IL,1
Male,Other,39,Some College,NJ,0
Female,Black,91,No HS,FL,1
Male,White,66,4-Year College,NJ,0
Male,White,1,4-Year College,MS,0
Male,Other,1,No HS,ME,1
Male,Other,64,HS,MA,1
Male,Other,18,4-Year College,NM,0
Female,Other,39,Some College,OH,0
Male,Other,73,Some College,PR,0
Male,Black,74,Post-Grad,HI,0
Female,Black,67,Some College,KY,0
Male,Other,11,Some College,CT,1
Male,White,2,Some College,MI,0
Male,White,27,Post-Grad,DE,1
Male,Black,74,4-Year College,NM,0
Male,Other,14,No HS,NV,1
Female,Other,98,Post-Grad,HI,1
Male,Black,67,HS,ND,0
Male,White,49,4-Year College,IA,1
Female,Black,36,Some College,NY,1
Female,White,14,4-Year College,NC,1
Female,Other,72,No HS,ME,0
Male,White,49,Some College,SD,0
Female,Other,35,HS,ND,1
Female,Other,13,HS,MS,1
Female,White,32,4-Year College,CT,0
Male,White,71,HS,LA,0
Male,White,59,HS,PA,1
Female,White,62,4-Year College,CO,0
Male,Black,64,Post-Grad,OK,1
Female,Black,63,No HS,KS,0
Male,White,33,Some College,NC,0
Male,Other,66,Some College,MS,1
Female,Black,68,Some College,VI,0
Male,White,83,4-Year College,NJ,0
Male,Other,65,Post-Grad,MO,1
Male,Other,72,HS,HI,1
Female,Other,61,Some College,VA,1
Female,Other,8,HS,IN,1
Male,Other,4,HS,MD,0
Female,Black,74,No HS,VI,0
Male,Other,52,Some College,MS,1
Male,Other,15,HS,SD,0
Male,Other,50,4-Year College,MA,0
Male,White,92,4-Year College,MA,0
Female,White,18,Some College,MA,1
Male,Black,80,No HS,NV,0
Male,Other,92,Some College,NY,1
Female,White,46,4-Year College,MA,0
Female,White,42,Some College,VA,1
Male,White,65,No HS,VA,0
Male,Other,55,4-Year College,IA,0
Male,Black,35,Some College,IA,1
Female,White,16,Post-Grad,KS,1
Male,White,29,Some College,ID,0
Female,Other,39,HS,IA,0
Female,White,39,No HS,TX,1
Female,Black,43,Some College,NC,0
Male,White,63,4-Year College,CA,0
Female,White,8,Some College,GA,1
Male,White,85,4-Year College,OH,1
Female,Other,75,HS,RI,0
Female,Black,22,Post-Grad,DC,0
Female,White,66,4-Year College,MS,0
Female,White,82,HS,OH,1
Male,Other,27,Some College,DC,1
Male,White,50,Some College,IN,0
Male,White,24,Some College,VA,1
Female,Black,3,Some College,PR,1
Female,Black,69,Some College,OH,1
Male,White,69,HS,CT,0
Female,Other,75,Post-Grad,NC,0
Female,Black,35,No HS,PR,1
Female,Other,80,No HS,NC,1
Male,Black,24,4-Year College,IA,0
Male,White,93,HS,OR,0
Male,White,85,HS,NY,1
Male,Black,44,4-Year College,CA,1
Female,Black,76,HS,DC,1
Male,Other,58,Some College,NV,1
Female,Black,68,HS,CT,0
Female,White,67,No HS,HI,0
Male,White,77,HS,TN,0
Male,Black,46,Post-Grad,ID,1
Female,Other,93,Post-Grad,KY,1
Male,Black,86,No HS,IN,1
Male,Other,33,HS,TX,0
Male,White,85,Some College,NM,1
Male,White,50,4-Year College,TN,0
Female,White,30,Post-Grad,NV,1
Female,White,91,No HS,HI,1
Female,White,95,Post-Grad,ME,1
Female,White,78,Some College,GA,1
Male,Other,83,Some College,MN,0
Male,Other,26,Some College,NH,1
Male,Black,99,No HS,MD,1
Male,White,13,4-Year College,GA,1
Female,Other,96,No HS,MS,1
Male,Other,97,Post-Grad,GU,0
Male,Black,51,4-Year College,NY,0
Female,Other,73,No HS,MD,0
Male,White,26,Some College,PR,0
Female,Other,76,HS,OK,1
Female,Black,84,Post-Grad,PR,0
Female,White,25,HS,DC,0
Female,White,70,Post-Grad,OH,0
Female,Black,99,Post-Grad,NC,0
Male,White,90,Some College,OH,1
Male,Other,11,Post-Grad,MD,1
Male,White,29,Some College,OH,0
Female,Black,0,HS,NE,0
Female,Black,27,Some College,OH,0
Male,Other,25,Some College,IA,0
Female,White,91,HS,RI,0
Female,Black,80,4-Year College,MT,1
Male,White,97,Some College,OK,0
Male,White,68,Post-Grad,OH,1
Male,Other,4,HS,MT,0
Female,White,67,Post-Grad,NM,0
Male,White,4,4-Year College,NH,1
Female,White,68,Some College,ME,0
Male,White,6,Some College,ME,0
Female,Other,94,HS,MO,0
Male,White,81,Post-Grad,ID,0
Male,Other,29,Post-Grad,CO,0
Female,White,67,HS,DC,1
Female,Other,17,4-Year College,KS,1
Female,Other,71,Some College,TN,0
Male,Black,15,4-Year College,CT,0
Male,White,71,4-Year College,DC,0
Female,Black,18,No HS,LA,1
Male,White,21,No HS,GU,1
Female,Black,75,Some College,NY,1
Female,White,72,4-Year College,CA,0
Female,White,46,No HS,NY,1
Female,Other,10,4-Year College,PR,0
Female,Black,34,Post-Grad,PR,1
Female,White,1,Some College,TN,1
Male,Other,35,Post-Grad,RI,1
Female,Other,66,HS,IA,1
Male,Other,54,Post-Grad,LA,0
Male,Black,40,HS,CA,0
Female,White,35,Post-Grad,NM,1
Female,Black,74,No HS,ID,0
Male,White,73,No HS,SC,0
Male,White,73,4-Year College,MN,1
Female,Black,14,Post-Grad,DC,0
Female,Black,76,HS,MS,1
Male,Other,73,Post-Grad,CO,0
Female,Black,4,Some College,KS,1
Female,Black,74,4-Year College,ND,0
Female,Black,92,4-Year College,DC,1
Male,White,44,HS,MT,1
Male,Other,75,No HS,ME,0
Female,White,59,No HS,IN,0
Male,Other,88,Some College,NV,1
Female,White,24,4-Year College,OK,0
Male,White,62,No HS,NM,1
Female,Other,67,No HS,MD,1
Male,Black,19,Some College,IN,1
Male,Other,42,Some College,VI,0
Female,White,66,4-Year College,NJ,0
Female,Black,40,No HS,PA,0
Female,White,53,4-Year College,NE,0
Male,Other,40,No HS,MI,0
Male,Other,81,Post-Grad,RI,1
Male,White,53,No HS,NJ,1
Male,Black,97,Post-Grad,OK,1
Male,Other,4,Some College,DE,0
Male,Black,76,HS,ND,0
Male,White,38,Post-Grad,CO,1
Female,Other,34,Post-Grad,MD,0
Female,Other,72,HS,PR,0
Male,Black,13,4-Year College,KS,1
Female,White,2,HS,LA,1
Male,Other,9,No HS,NC,0
Male,Black,22,4-Year College,CA,0
Female,Black,11,4-Year College,OK,1
Female,White,73,No HS,TX,1
Female,White,19,No HS,TN,0
Male,White,16,4-Year College,TN,0
Male,Other,33,Some College,NH,0
Female,White,73,Some College,MT,0
Female,White,96,Post-Grad,NY,1
Female,Other,98,No HS,SC,1
Male,White,2,Post-Grad,NV,1
Male,Other,71,Post-Grad,CT,0
Female,Black,41,Post-Grad,NH,0
Male,White,17,Post-Grad,KY,1
Male,Other,99,Post-Grad,GA,1
Male,Black,7,No HS,CO,0
Male,White,22,No HS,HI,1
Male,Other,52,4-Year College,MD,0
Female,Black,70,HS,MO,0
Male,Black,71,No HS,GA,1
Male,Black,69,Some College,NH,0
Female,White,65,Some College,VI,0
Female,Other,36,4-Year College,NE,1
Male,Black,69,4-Year College,NC,0
Male,Black,87,HS,IN,0
Female,White,36,No HS,NJ,1
Male,Other,31,No HS,HI,1
Female,Other,54,HS,ME,0
Male,Other,98,No HS,CO,0
Female,Black,91,4-Year College,ND,0
Male,White,96,4-Year College,VA,0
Female,Black,1,No HS,FL,1
Female,Other,66,No HS,OK,0
Female,Other,33,No HS,NY,1
Male,White,16,HS,NJ,0
Female,Other,74,Some College,VI,1
Male,Black,27,Some College,HI,1
Male,Black,48,Some College,CO,1
Female,Other,95,4-Year College,MS,1
Female,White,17,HS,FL,1
Female,White,72,Post-Grad,UT,1
Male,White,11,HS,NC,0
Female,White,10,HS,GA,1
Female,White,20,4-Year College,MI,0
Female,Black,65,Post-Grad,GU,1
Male,Other,68,4-Year College,OK,1
Male,White,27,4-Year College,TX,0
Female,White,95,No HS,RI,1
Male,Other,11,Post-Grad,OK,1
Male,Other,79,No HS,ID,0
Female,White,41,No HS,ID,0
Male,White,68,Some College,ND,0
Male,Other,6,HS,DC,1
Male,Other,30,Some College,VA,1
Male,White,12,Some College,VA,0
Male,Black,68,HS,UT,1
Female,Other,8,No HS,NV,1
Female,Black,86,HS,MD,1
Female,Other,94,HS,OH,1
Female,Other,50,Post-Grad,CO,0
Male,Other,39,No HS,PA,0
Female,Other,28,4-Year College,ND,0
Male,White,21,No HS,MD,0
Male,Other,7,Post-Grad,ND,0
Male,Black,44,Some College,NY,0
Male,Other,98,HS,GU,0
Male,Black,99,HS,TN,0
Female,Black,82,Post-Grad,NY,1
Female,White,60,4-Year College,PA,0
Male,Black,68,HS,NJ,0
Male,Other,62,4-Year College,OR,1
Female,Other,72,Post-Grad,TN,0
Female,Other,26,Post-Grad,CT,0
Male,Black,45,Some College,NH,1
Male,White,94,4-Year College,DE,0
Female,Other,90,Post-Grad,OH,1
Male,Black,96,No HS,MO,0
Female,Black,37,HS,DE,0
Male,Black,35,No HS,ID,0
Female,Black,61,HS,LA,1
Female,Black,11,Some College,UT,1
Male,Other,7,Post-Grad,MS,1
Female,White,89,HS,VA,0
Male,Black,81,Some College,NE,1
Female,Black,50,Some College,PR,1
Male,White,63,HS,TX,1
Female,White,25,Post-Grad,MT,1
Male,Other,78,HS,KY,1
Male,White,87,No HS,GU,1
Female,Black,70,4-Year College,OH,1
Male,White,83,Some College,NM,1
Male,Black,63,Some College,IA,0
Female,Other,54,Post-Grad,MS,1
Female,Black,82,Some College,SC,0
Male,Black,36,No HS,IL,1
Female,Other,47,4-Year College,MI,0
Female,Other,39,Some College,ND,0
Male,Black,60,4-Year College,MN,0
Female,White,20,Some College,NY,1
Female,White,72,HS,CT,0
Male,Other,84,No HS,TN,0
Male,Black,39,No HS,FL,0
Female,Other,60,4-Year College,TN,1
Female,Black,25,HS,NM,0
Female,Black,44,Post-Grad,DE,1
Male,White,95,Some College,GA,1
Female,Black,13,No HS,HI,0
Female,White,98,No HS,MD,0
Female,Black,2,4-Year College,VA,1
Male,Other,31,Some College,HI,1
Female,White,23,Some College,UT,0
Female,Other,69,Post-Grad,MI,1
Female,White,27,No HS,IN,1
Female,White,65,Some College,SD,0
Female,White,4,Some College,HI,1
Female,Black,15,4-Year College,VA,1
Female,White,6,No HS,MO,1
Male,White,97,No HS,MD,0
Male,Other,37,Post-Grad,ND,1
Male,Other,50,HS,MI,1
Male,Black,37,HS,NC,1
Female,Black,3,4-Year College,VI,0
Male,Other,65,Some College,KS,0
Male,Other,25,4-Year College,MO,0
Female,Black,11,Post-Grad,UT,0
Female,Other,89,No HS,MO,1
Female,Black,18,Post-Grad,NJ,1
Male,Other,79,Some College,KS,0
Male,White,93,No HS,NV,1
Female,Other,79,HS,CA,0
Male,Black,24,Some College,NY,0
Female,Black,49,HS,DE,0
Male,Other,70,Some College,KY,0
Male,Black,68,No HS,MO,0
Male,Other,16,No HS,RI,1
Male,Other,24,4-Year College,SD,0
Female,Black,74,HS,ID,0
Female,Black,86,Post-Grad,PR,1
Female,Other,22,No HS,OR,1
Male,White,42,Post-Grad,MI,0
Female,White,68,Post-Grad,OR,1
Male,Black,52,Post-Grad,NM,0
Male,White,74,HS,NY,1
Female,Other,26,HS,CT,1
Female,Black,76,4-Year College,OH,1
Male,White,83,4-Year College,RI,0
Female,Black,20,HS,GA,0
Male,Black,63,4-Year College,MS,0
Male,White,56,HS,VI,1
Female,Other,83,Post-Grad,NV,1
Male,White,59,No HS,OR,0
Female,White,76,HS,CA,1
Male,Black,86,4-Year College,ME,0
Male,White,69,HS,GA,0
Female,Black,9,No HS,OH,1
Female,White,14,HS,VA,1
Male,Black,33,Post-Grad,MI,0
Male,Black,88,Some College,MO,1
Female,Black,29,No HS,KY,0
Male,Black,50,HS,VA,1
Female,Black,17,HS,VA,1
Female,White,79,HS,MD,0
Male,Black,73,HS,PA,0
Male,White,5,HS,NY,1
Male,Black,20,4-Year College,RI,1
Female,White,95,No HS,VI,1
Male,White,69,Post-Grad,KY,1
Female,Other,78,4-Year College,MD,1
Male,Other,2,4-Year College,PR,1
Female,White,45,4-Year College,CT,0
Male,Black,68,4-Year College,NM,0
Male,Black,67,Some College,KY,0
Female,Black,82,HS,SC,0
Male,White,26,Some College,OK,1
Female,Other,80,4-Year College,TN,0
Female,Black,11,4-Year College,GA,1
Female,Other,44,HS,NY,1
Male,Black,15,No HS,NE,1
Male,Black,26,Post-Grad,KS,0
Male,White,12,Some College,NV,0
Female,White,78,Some College,NV,1
Female,Black,29,HS,FL,1
Female,Other,82,4-Year College,ID,0
Male,White,66,Some College,VI,0
Female,White,81,HS,NC,0
Female,Black,83,No HS,VI,0
Male,Other,51,4-Year College,VI,0
Female,White,2,Post-Grad,ND,0
Male,White,96,Post-Grad,MS,1
Female,Other,66,Post-Grad,NM,0
Female,Other,12,4-Year College,MD,0
Male,Black,75,4-Year College,NM,0
Female,Other,56,Some College,OK,1
Female,Other,84,HS,OH,1
Male,Black,51,Some College,NM,0
Female,Black,85,HS,MI,0
Female,White,22,4-Year College,CT,0
Female,White,63,Some College,PR,1
Female,Other,38,No HS,NC,0
Male,Black,94,Some College,NH,1
Male,White,98,Post-Grad,CT,1
Male,Other,38,HS,ND,1
Male,Black,16,Post-Grad,NY,1
Male,Black,42,4-Year College,NV,0
Female,Black,31,Post-Grad,ID,1
Male,Black,28,4-Year College,KY,1
Female,Black,1,No HS,IN,0
Female,White,99,No HS,CA,1
Male,Black,5,No HS,CO,0
Female,Black,99,4-Year College,KY,0
Female,Black,54,4-Year College,NH,0
Female,Other,34,HS,VA,1
Female,White,25,Some College,VI,1
Male,White,69,HS,IN,1
Male,Other,65,Post-Grad,NV,0
Female,White,29,HS,CT,0
Female,Black,15,4-Year College,PA,1
Female,White,86,No HS,HI,1
Female,Other,33,Post-Grad,HI,1
Male,Other,4,No HS,NJ,0
Female,Other,20,HS,OH,0
Male,Black,63,Some College,CA,1
Female,Other,20,4-Year College,ME,0
Female,Other,23,4-Year College,ND,0
Male,Black,65,No HS,SD,0
Female,Other,14,Post-Grad,MN,1
Female,Black,75,Post-Grad,DC,1
Female,White,52,HS,KS,0
Male,White,79,Some College,MN,1
Female,White,75,HS,RI,1
Male,Other,19,Post-Grad,NY,0
Male,Other,5,4-Year College,DC,0
Female,Other,59,4-Year College,CT,0
Male,Black,92,Post-Grad,MS,0
Female,Black,95,Post-Grad,NJ,1
Male,White,6,Some College,CA,1
Male,White,65,HS,MO,0
Female,Other,13,No HS,NC,1
Male,White,90,4-Year College,UT,1
Female,Other,88,No HS,OH,1
Male,White,66,HS,IL,0
Female,Other,0,Post-Grad,MN,1
Female,Black,16,4-Year College,PA,0
Male,Black,3,Post-Grad,VI,0
Male,White,65,Post-Grad,FL,0
Male,Other,87,4-Year College,MS,0
Male,Black,5,4-Year College,TX,0
Male,White,71,No HS,MA,0
Female,White,15,Some College,PA,0
Male,White,42,Post-Grad,LA,1
Male,Other,55,HS,OK,0
Male,Other,30,HS,UT,0
Female,White,6,No HS,FL,1
Female,Other,53,Post-Grad,SD,1
Female,Black,73,No HS,CT,0
Male,White,7,No HS,CO,0
Male,Other,34,No HS,VI,0
Male,Other,81,4-Year College,MD,0
Male,Black,57,4-Year College,RI,1
Female,White,2,HS,PA,1
Male,Black,5,No HS,ND,0
Male,White,6,Some College,KS,1
Male,Other,36,4-Year College,LA,1
Male,Other,42,No HS,VI,1
Female,Black,90,4-Year College,ND,1
Female,White,22,Some College,ND,0
Male,Other,87,No HS,SD,0
Female,White,78,No HS,DC,0
Male,White,52,Post-Grad,VA,0
Male,White,56,4-Year College,VA,0
Female,Other,87,Some College,NJ,1
Male,Black,59,HS,SD,0
Female,White,99,HS,MT,1
Female,Black,45,HS,MD,0
Male,White,20,Some College,NE,1
Female,White,42,4-Year College,TN,0
Female,Other,40,Some College,LA,1
Female,Black,9,4-Year College,ID,0
Male,Other,66,4-Year College,TX,1
Female,Other,68,HS,MO,0
Female,White,20,No HS,FL,0
Female,White,3,4-Year College,MS,0
Female,Other,26,Post-Grad,OK,1
Male,Black,52,Post-Grad,GU,1
Female,White,21,HS,NV,0
Female,White,65,Post-Grad,LA,0
Female,White,38,No HS,TN,1
Female,White,67,4-Year College,VI,0
Male,White,99,Post-Grad,NV,0
Male,Black,23,Some College,KY,1
Female,Black,13,Some College,NY,1
Male,Black,88,No HS,NY,1
Male,Black,59,Some College,NH,0
Male,Black,12,Post-Grad,SC,0
Female,Black,19,Post-Grad,RI,1
Female,White,2,Post-Grad,DC,1
Female,White,5,Post-Grad,OH,0
Female,White,74,Post-Grad,GU,1
Female,White,35,4-Year College,TX,1
Female,White,0,Some College,ID,0
Male,Other,21,Some College,MS,0
Female,Black,71,No HS,RI,0
Female,Black,81,HS,KS,1
Female,Other,73,HS,MS,0
Female,Other,90,Some College,KY,0
Male,Black,19,HS,NY,1
Male,White,30,Some College,SC,1
Female,White,59,Some College,IN,1
Female,White,99,No HS,PR,0
Female,White,72,Some College,DC,1
Male,Other,89,HS,FL,1
Male,Other,7,Post-Grad,UT,0
Male,Other,23,Some College,NV,0
Male,Other,49,HS,ND,0
Male,Other,12,Some College,NV,1
Female,White,67,4-Year College,ND,0
Female,Black,35,4-Year College,TN,0
Male,White,72,Some College,NM,0
Female,White,29,4-Year College,ME,0
Male,Black,3,4-Year College,NH,1
Female,Other,67,Some College,IA,1
Male,White,28,Some College,PR,1
Male,Other,41,4-Year College,NH,0
Male,White,67,Post-Grad,OH,0
Male,Black,5,HS,NJ,1
Male,White,6,No HS,LA,0
Male,Other,7,Some College,IN,1
Female,Black,4,4-Year College,TN,1
Male,Other,26,Post-Grad,TX,1
Male,Other,71,HS,OR,0
Male,Other,87,Post-Grad,NM,0
Female,Other,99,Post-Grad,VA,0
Male,Black,95,No HS,OK,0
Male,Black,55,No HS,NC,0
Female,Black,41,No HS,MO,1
Female,Black,44,HS,CA,1
Male,Black,69,Some College,GA,1
Male,Other,77,Post-Grad,SD,0
Male,Other,96,Some College,GU,1
Male,White,55,No HS,ME,1
Male,Black,72,HS,CT,0
Female,Black,10,HS,DE,0
Male,Black,72,No HS,ID,0
Male,White,10,Post-Grad,DC,0
Male,Other,22,Some College,NJ,0
Male,Black,25,4-Year College,KY,0
Male,White,14,No HS,MN,0
Female,Other,67,No HS,SC,0
Female,Other,64,Some College,MO,0
Male,Black,51,No HS,CO,0
Male,Black,73,Some College,LA,1
Female,Other,69,HS,HI,0
Male,Other,18,HS,KY,1
Male,Other,77,Post-Grad,IN,0
Male,White,18,No HS,ME,0
Male,Black,40,Some College,TN,1
Male,White,27,4-Year College,NY,1
Female,White,75,Some College,MD,0
Male,Black,72,Post-Grad,VI,0
Female,Other,5,HS,GA,0
Female,White,23,Some College,OH,0
Male,Other,17,Post-Grad,SD,1
Female,White,13,4-Year College,MT,0
Male,Other,32,Some College,MT,1
Female,White,7,No HS,LA,1
Female,White,17,HS,OR,0
Female,White,71,HS,MA,0
Female,Other,39,4-Year College,GU,1
Male,Other,72,Post-Grad,GA,0
Male,White,4,4-Year College,ID,0
Male,Other,10,4-Year College,IA,0
Male,Other,39,Some College,GA,1
Male,White,79,HS,DC,1
Male,Black,66,No HS,NH,0
Male,Other,73,Post-Grad,NC,0
Female,Black,99,HS,MI,0
Male,Black,86,HS,UT,1
Female,Black,46,HS,LA,0
Male,Black,55,Post-Grad,GU,1
Male,Black,34,No HS,ND,1
Female,Other,17,4-Year College,MN,0
Female,Other,21,Post-Grad,IN,0
Female,Other,23,Some College,TX,1
Female,White,51,No HS,MN,1
Male,Other,5,Some College,TN,0
Female,Other,10,4-Year College,SD,0
Male,Black,31,Some College,VI,0
Female,Other,66,Post-Grad,MT,0
Female,Other,15,Post-Grad,ME,1
Male,Other,88,No HS,NJ,1
Female,White,76,Post-Grad,PR,1
Female,Other,44,No HS,SC,1
Female,Black,5,Some College,PA,0
Male,White,15,No HS,OR,0
Female,Black,45,Post-Grad,ND,1
Male,Black,9,Post-Grad,GU,0
Male,White,89,No HS,NC,0
Female,Black,30,No HS,MN,0
Male,White,91,No HS,MT,1
Female,Black,44,Some College,NE,0
Male,Black,81,4-Year College,SD,1
Male,White,66,No HS,TX,0
Male,Other,32,4-Year College,DC,1
Female,White,69,No HS,PA,0
Female,White,70,Some College,NV,1
Female,Other,31,HS,CO,0
Female,Other,78,No HS,OH,1
Female,Black,93,HS,KY,0
Female,White,30,Post-Grad,CT,0
Male,White,26,Some College,KS,0
Male,White,100,HS,OH,1
Female,White,34,4-Year College,ME,0
Female,Other,2,No HS,MN,1
Female,White,66,No HS,NE,1
Female,Black,92,Some College,NV,0
Female,White,64,4-Year College,NH,1
Female,White,14,HS,NM,0
Female,Other,75,HS,CT,1
Male,Other,100,HS,CO,0
Female,Other,87,Post-Grad,GU,1
Male,Black,15,HS,NC,0
Female,Other,93,No HS,HI,0
Female,White,70,No HS,UT,0
Male,Black,43,4-Year College,SD,0
Female,Other,65,HS,IA,0
Male,White,65,No HS,RI,0
Male,White,60,Post-Grad,DC,1
Female,White,56,Some College,CO,1
Male,White,52,No HS,OH,0
Female,Black,9,No HS,SC,0
Female,Other,90,4-Year College,MD,1
Male,White,76,Post-Grad,NH,0
Female,White,8,Some College,NY,1
Male,Other,70,Some College,GU,1
Female,Other,50,Some College,IA,1
Male,Black,13,HS,HI,1
Female,Other,80,Some College,MI,1
Male,Other,30,Some College,IL,1
Male,White,0,Post-Grad,DC,0
Male,Other,19,HS,KS,0
Male,Black,44,Some College,ME,0
Male,White,72,HS,DC,0
Female,Other,11,No HS,ID,1
Male,White,45,HS,NV,0
Male,White,70,HS,RI,1
Female,White,64,4-Year College,TX,0
Male,White,29,Post-Grad,IN,1
Male,Other,16,HS,IL,1
Male,Other,72,Post-Grad,RI,0
Female,White,40,No HS,TN,1
Female,Black,3,No HS,OK,1
Female,Black,73,Post-Grad,ND,1
Female,Black,5,HS,IN,1
Female,White,27,Post-Grad,OH,1
Male,Other,87,4-Year College,VI,1
Male,White,77,4-Year College,MD,0
Male,Black,17,4-Year College,IN,0
Male,Black,57,4-Year College,ND,0
Female,Other,47,4-Year College,IL,1
Female,Other,12,No HS,ID,0
Female,Other,12,HS,NE,1
Female,Black,53,HS,MT,1
Male,Other,43,Post-Grad,CO,1
Male,Black,43,Post-Grad,IA,0
Female,Other,21,4-Year College,RI,0
Male,White,2,Some College,ID,1
Male,Black,65,No HS,PR,0
Female,Black,68,Post-Grad,GU,0
Male,Black,56,No HS,NY,1
Female,Other,69,HS,UT,1
Male,Other,68,No HS,KS,1
Female,Other,12,Some College,MS,1
Male,Black,10,Some College,IA,1
Male,Other,9,Some College,IN,1
Male,White,80,Some College,MS,1
Male,White,49,HS,IN,0
Male,White,69,No HS,ID,0
